Intents
"birdwatching_location,Where can I find a [Blue-tailed Bee-eater](bird_name) on [2025](year) [Monday](day_of_week) [morning](hour) in [January](month)?"
"birdwatching_location,Will I be able to see a [Blue-tailed Bee-eater](bird_name) on [2025](year) [Monday](day_of_week) [morning](hour) in [January](month)?"
"birdwatching_location,Can I spot a [Blue-tailed Bee-eater](bird_name) in the [morning](hour) on [Monday](day_of_week) in [January](month) [2025](year)?"
"birdwatching_location,What are the best locations to find a [Blue-tailed Bee-eater](bird_name) on [Monday](day_of_week) in [January](month) [2025](year) in the [morning](hour)?"
"birdwatching_location,Where should I go to see a [Blue-tailed Bee-eater](bird_name) in the [morning](hour) on [Monday](day_of_week) in [January](month) [2025](year)?"
"birdwatching_location,Tell me where I can see a [Blue-tailed Bee-eater](bird_name) on [Monday](day_of_week) in [January](month) [2025](year) in the [morning](hour)."
"birdwatching_location,Will I find a [Blue-tailed Bee-eater](bird_name) in the [morning](hour) on [Monday](day_of_week) in [January](month) [2025](year)?"
"birdwatching_location,Where can I find a [Blue-tailed Bee-eater](bird_name) on [2025](year) [Monday](day_of_week) [afternoon](hour) in [January](month)?"
"birdwatching_location,Will I be able to see a [Blue-tailed Bee-eater](bird_name) on [2025](year) [Monday](day_of_week) [afternoon](hour) in [January](month)?"
"birdwatching_location,Can I spot a [Blue-tailed Bee-eater](bird_name) in the [afternoon](hour) on [Monday](day_of_week) in [January](month) [2025](year)?"
"birdwatching_location,What are the best locations to find a [Blue-tailed Bee-eater](bird_name) on [Monday](day_of_week) in [January](month) [2025](year) in the [afternoon](hour)?"
"birdwatching_location,Where should I go to see a [Blue-tailed Bee-eater](bird_name) in the [afternoon](hour) on [Monday](day_of_week) in [January](month) [2025](year)?"
"birdwatching_location,Tell me where I can see a [Blue-tailed Bee-eater](bird_name) on [Monday](day_of_week) in [January](month) [2025](year) in the [afternoon](hour)."
"birdwatching_location,Will I find a [Blue-tailed Bee-eater](bird_name) in the [afternoon](hour) on [Monday](day_of_week) in [January](month) [2025](year)?"
"birdwatching_location,Where can I find a [Blue-tailed Bee-eater](bird_name) on [2025](year) [Monday](day_of_week) [evening](hour) in [January](month)?"
"birdwatching_location,Will I be able to see a [Blue-tailed Bee-eater](bird_name) on [2025](year) [Monday](day_of_week) [evening](hour) in [January](month)?"
"birdwatching_location,Can I spot a [Blue-tailed Bee-eater](bird_name) in the [evening](hour) on [Monday](day_of_week) in [January](month) [2025](year)?"
"birdwatching_location,What are the best locations to find a [Blue-tailed Bee-eater](bird_name) on [Monday](day_of_week) in [January](month) [2025](year) in the [evening](hour)?"
"birdwatching_location,Where should I go to see a [Blue-tailed Bee-eater](bird_name) in the [evening](hour) on [Monday](day_of_week) in [January](month) [2025](year)?"
"birdwatching_location,Tell me where I can see a [Blue-tailed Bee-eater](bird_name) on [Monday](day_of_week) in [January](month) [2025](year) in the [evening](hour)."
"birdwatching_location,Will I find a [Blue-tailed Bee-eater](bird_name) in the [evening](hour) on [Monday](day_of_week) in [January](month) [2025](year)?"
"birdwatching_location,Where can I find a [Blue-tailed Bee-eater](bird_name) on [2025](year) [Monday](day_of_week) [night](hour) in [January](month)?"
"birdwatching_location,Will I be able to see a [Blue-tailed Bee-eater](bird_name) on [2025](year) [Monday](day_of_week) [night](hour) in [January](month)?"
"birdwatching_location,Can I spot a [Blue-tailed Bee-eater](bird_name) in the [night](hour) on [Monday](day_of_week) in [January](month) [2025](year)?"
"birdwatching_location,What are the best locations to find a [Blue-tailed Bee-eater](bird_name) on [Monday](day_of_week) in [January](month) [2025](year) in the [night](hour)?"
